KYTREASNOX,MCALDT,TMYTM
2000001,1978-06-30,6.5595704755094E+00
2000001,1978-07-31,6.5170219181511E+00
2000001,1978-08-31,7.6013808131684E+00
2000001,1978-09-29,8.0193091667989E+00
2000001,1978-10-31,8.5363841008461E+00
2000001,1978-11-30,9.0628587330568E+00
2000001,1978-12-29,8.4280128146252E+00
2000001,1979-01-31,9.5219756131092E+00
2000001,1979-02-28,9.5424300332788E+00
2000001,1979-03-30,9.6421703239067E+00
2000001,1979-04-30,9.5693372511541E+00
2000001,1979-05-31,9.6869363073906E+00
2000001,1979-06-29,8.9901567043598E+00
2000001,1979-07-31,9.0981299697221E+00
2000001,1979-08-31,1.0054020184712E+01
2000001,1979-09-28,1.0279168062276E+01
2000001,1979-10-31,1.1717011923041E+01
2000001,1979-11-30,1.0903798848830E+01
2000001,1979-12-31,9.3444829226870E+00
2000001,1980-01-31,1.1721614020654E+01
2000001,1980-02-29,1.3616367856560E+01
2000001,1980-03-31,1.5050646803179E+01
2000001,1980-04-30,9.2379298527468E+00
2000001,1980-05-30,7.1820263316345E+00
2000001,1980-06-30,6.2010228155294E+00
2000001,1980-07-31,7.4992604535221E+00
2000001,1980-08-29,9.2969461594551E+00
2000001,1980-09-30,1.0794970512916E+01
2000001,1980-10-31,1.1682503145727E+01
2000001,1980-11-28,1.4651751019379E+01
2000001,1980-12-31,1.2527633629162E+01
2000001,1981-01-30,1.3919302365963E+01
2000001,1981-02-27,1.4032281897832E+01
2000001,1981-03-31,1.3016699446614E+01
2000001,1981-04-30,1.3819236045348E+01
2000001,1981-05-29,1.6150476854079E+01
2000001,1981-06-30,1.4411282281761E+01
2000001,1981-07-31,1.4957169615312E+01
2000001,1981-08-31,1.4968477193347E+01
2000001,1981-09-30,1.3996604563662E+01
2000001,1981-10-30,1.2718200057899E+01
2000001,1981-11-30,1.0244136881857E+01
2000001,1981-12-31,9.6357817264791E+00
2000001,1982-01-29,1.1928527163154E+01
2000001,1982-02-26,1.1826010303908E+01
2000001,1982-03-31,1.3421077153993E+01
2000001,1982-04-30,1.2236136493166E+01
2000001,1982-05-28,1.1436522839533E+01
2000001,1982-06-30,1.1778569608805E+01
2000001,1982-07-30,8.9186291125568E+00
2000001,1982-08-31,6.2106838962052E+00
2000001,1982-09-30,7.0194057465244E+00
2000001,1982-10-29,7.7026858296125E+00
2000001,1982-11-30,7.6280291665411E+00
2000001,1982-12-31,8.0601503571890E+00
2000001,1983-01-31,8.0371050828930E+00
2000001,1983-02-28,7.4247662728964E+00
2000001,1983-03-31,8.5720773362914E+00
2000001,1983-04-29,8.1112743388827E+00
2000001,1983-05-31,8.0770329298969E+00
2000001,1983-06-30,8.6947431470418E+00
2000001,1983-07-29,8.9186345249827E+00
2000001,1983-08-31,9.1458334752343E+00
2000001,1983-09-30,8.7550479951496E+00
2000001,1983-10-31,8.4455336434238E+00
2000001,1983-11-30,8.5015156529741E+00
2000001,1983-12-30,8.6426254597365E+00
2000001,1984-01-31,8.8836034315178E+00
2000001,1984-02-29,8.8901222768685E+00
2000001,1984-03-30,9.5526534783497E+00
2000001,1984-04-30,9.2627329727146E+00
2000001,1984-05-31,9.3594956377719E+00
2000001,1984-06-29,9.3583326218341E+00
2000001,1984-07-31,9.6497971063287E+00
2000001,1984-08-31,1.0719467248606E+01
2000001,1984-09-28,1.0432752084982E+01
2000001,1984-10-31,8.6037736485116E+00
2000001,1984-11-30,7.4066182575814E+00
2000001,1984-12-31,7.5982081146141E+00
2000001,1985-01-31,7.6524777183020E+00
2000001,1985-02-28,7.7137101096352E+00
2000001,1985-03-29,8.0908525769682E+00
2000001,1985-04-30,7.3525886491967E+00
2000001,1985-05-31,7.0296213257510E+00
2000001,1985-06-28,6.6310166669303E+00
2000001,1985-07-31,7.0609187155444E+00
2000001,1985-08-30,7.0697557904468E+00
2000001,1985-09-30,7.0676980408957E+00
2000001,1985-10-31,7.1725344372112E+00
2000001,1985-11-29,6.5697883558774E+00
2000001,1985-12-31,5.9050295580820E+00
2000001,1986-01-31,6.7840189984223E+00
2000001,1986-02-28,6.9473186381042E+00
2000001,1986-03-31,6.2723949856982E+00
2000001,1986-04-30,5.8976753954755E+00
2000001,1986-05-30,6.1516193975250E+00
2000001,1986-06-30,5.8851137575474E+00
2000001,1986-07-31,5.6321402870269E+00
2000001,1986-08-29,5.1222167117085E+00
2000001,1986-09-30,5.1105774962289E+00
2000001,1986-10-31,5.1222167117085E+00
2000001,1986-11-28,4.9595522632541E+00
2000001,1986-12-31,5.1127508153674E+00
2000001,1987-01-30,5.5807467662190E+00
2000001,1987-02-27,5.3667452979111E+00
2000001,1987-03-31,5.2022089371928E+00
2000001,1987-04-30,4.8576826943622E+00
2000001,1987-05-29,5.3870775417521E+00
2000001,1987-06-30,4.9273292069404E+00
2000001,1987-07-31,5.6011208336903E+00
2000001,1987-08-31,5.6609730204670E+00
2000001,1987-09-30,6.4995382113487E+00
2000001,1987-10-30,4.0225322105362E+00
2000001,1987-11-30,3.5133221670899E+00
2000001,1987-12-31,3.6869246447683E+00
2000001,1988-01-29,5.2852151959032E+00
2000001,1988-02-29,5.1720374062959E+00
2000001,1988-03-31,5.7340599064974E+00
2000001,1988-04-29,5.7540250100169E+00
2000001,1988-05-31,5.8642692219746E+00
2000001,1988-06-30,6.5397903917776E+00
2000001,1988-07-29,6.3759838350168E+00
2000001,1988-08-31,7.2038652151866E+00
2000001,1988-09-30,7.0901677423719E+00
2000001,1988-10-31,6.7413256927113E+00
2000001,1988-11-30,6.8261217809795E+00
2000001,1988-12-30,6.6105798378857E+00
2000001,1989-01-31,7.8831222935308E+00
2000001,1989-02-28,7.5362087320486E+00
2000001,1989-03-31,8.7754920164773E+00
2000001,1989-04-28,8.5608492038849E+00
2000001,1989-05-31,8.5935381821693E+00
2000001,1989-06-30,8.2542910406789E+00
2000001,1989-07-31,7.8431482234300E+00
2000001,1989-08-31,7.7852373731835E+00
2000001,1989-09-29,7.7537675602021E+00
2000001,1989-10-31,7.6892466395302E+00
2000001,1989-11-30,7.0704420620669E+00
2000001,1989-12-29,6.2637939553281E+00
2000001,1990-01-31,7.6430412332775E+00
2000001,1990-02-28,7.7043367347102E+00
2000001,1990-03-30,7.9988927590808E+00
2000001,1990-04-30,7.5165806334816E+00
2000001,1990-05-31,7.3358802745289E+00
2000001,1990-06-29,7.6414372125354E+00
2000001,1990-07-31,7.4647976288646E+00
2000001,1990-08-31,7.4882784070362E+00
2000001,1990-09-28,7.0187276077419E+00
2000001,1990-10-31,6.7444660259385E+00
2000001,1990-11-30,6.6513962741132E+00
2000001,1990-12-31,5.4470246592150E+00
2000001,1991-01-31,5.8768054772784E+00
2000001,1991-02-28,5.7136792636828E+00
2000001,1991-03-28,5.8870017126788E+00
2000001,1991-04-30,5.4160648790163E+00
2000001,1991-05-31,5.3875033663209E+00
2000001,1991-06-28,5.1833265567044E+00
2000001,1991-07-31,5.5408068953879E+00
2000001,1991-08-30,5.3055890495633E+00
2000001,1991-09-30,4.9887482442573E+00
2000001,1991-10-31,4.7863838741570E+00
2000001,1991-11-29,4.0632353975472E+00
2000001,1991-12-31,3.7165038872285E+00
2000001,1992-01-31,3.7274358136908E+00
2000001,1992-02-28,3.8495326005148E+00
2000001,1992-03-31,4.0114669449388E+00
2000001,1992-04-30,3.5037961150167E+00
2000001,1992-05-29,3.6358723358956E+00
2000001,1992-06-30,3.5131227451262E+00
2000001,1992-07-31,3.0764873768708E+00
2000001,1992-08-31,3.0252721432214E+00
2000001,1992-09-30,2.6903718748074E+00
2000001,1992-10-30,2.7714911176172E+00
2000001,1992-11-30,2.6695518170644E+00
2000001,1992-12-31,2.9240956469943E+00
2000001,1993-01-29,2.8629808971362E+00
2000001,1993-02-26,2.7206668314686E+00
2000001,1993-03-31,2.8632056868119E+00
2000001,1993-04-30,2.8528149815080E+00
2000001,1993-05-28,2.9544784743858E+00
2000001,1993-06-30,2.8632056868119E+00
2000001,1993-07-30,2.8841112116871E+00
2000001,1993-08-31,2.8625314600432E+00
2000001,1993-09-30,2.7817623552784E+00
2000001,1993-10-29,2.8324834379732E+00
2000001,1993-11-30,2.7507461103132E+00
2000001,1993-12-31,2.9443116922778E+00
2000001,1994-01-31,2.7915009650990E+00
2000001,1994-02-28,2.9032987815968E+00
2000001,1994-03-31,3.3918989994079E+00
2000001,1994-04-29,3.6155259567899E+00
2000001,1994-05-31,3.7876953199599E+00
2000001,1994-06-30,3.5241423358008E+00
2000001,1994-07-29,3.9512905316362E+00
2000001,1994-08-31,4.3894881356907E+00
2000001,1994-09-30,4.4907686560696E+00
2000001,1994-10-31,4.3372844282122E+00
2000001,1994-11-30,4.9497012178796E+00
2000001,1994-12-30,4.7351498424951E+00
2000001,1995-01-31,5.1818525864664E+00
2000001,1995-02-28,5.0189488833077E+00
2000001,1995-03-31,5.7743909736047E+00
2000001,1995-04-28,5.7336174612673E+00
2000001,1995-05-31,5.6427565072272E+00
2000001,1995-06-30,5.3259674856137E+00
2000001,1995-07-31,5.4470246592150E+00
2000001,1995-08-31,5.3671207596059E+00
2000001,1995-09-29,5.3565358644872E+00
2000001,1995-10-31,4.9884068671148E+00
2000001,1995-11-30,5.4180780231083E+00
2000001,1995-12-29,4.5824050818417E+00
2000001,1996-01-31,4.9293244088091E+00
2000001,1996-02-29,4.9799269050118E+00
2000001,1996-03-29,5.1935145660077E+00
2000001,1996-04-30,4.8357082855467E+00
2000001,1996-05-31,5.0308652525847E+00
2000001,1996-06-28,4.8166226026521E+00
2000001,1996-07-31,5.0312125496734E+00
2000001,1996-08-30,5.1120131992059E+00
2000001,1996-09-30,4.9887482442573E+00
2000001,1996-10-31,4.9620990717049E+00
2000001,1996-11-29,4.9490290257211E+00
2000001,1996-12-31,4.8738811345041E+00
2000001,1997-01-31,4.9694006942560E+00
2000001,1997-02-28,5.0559845985718E+00
2000001,1997-03-31,5.2229561265599E+00
2000001,1997-04-30,4.9904560646412E+00
2000001,1997-05-30,4.4144109426144E+00
2000001,1997-06-30,5.0447502389251E+00
2000001,1997-07-31,5.1174661533258E+00
2000001,1997-08-29,5.0177849564230E+00
2000001,1997-09-30,4.7491875956958E+00
2000001,1997-10-31,4.8930089304699E+00
2000001,1997-11-28,4.9901143758077E+00
2000001,1997-12-31,5.1076353752185E+00
2000001,1998-01-30,5.0254247761120E+00
2000001,1998-02-27,5.1222005317508E+00
2000001,1998-03-31,5.2302188224467E+00
2000001,1998-04-30,4.7278187205828E+00
2000001,1998-05-29,4.5671318009421E+00
2000001,1998-06-30,4.7033850152692E+00
2000001,1998-07-31,4.7453335994392E+00
2000001,1998-08-31,4.6909641974270E+00
2000001,1998-09-30,4.0280603617702E+00
2000001,1998-10-30,3.5519460080292E+00
2000001,1998-11-30,4.4415961913650E+00
2000001,1998-12-31,4.3943146741389E+00
2000001,1999-01-29,4.4093206214902E+00
2000001,1999-02-26,4.5060408504483E+00
2000001,1999-03-31,4.5575195610907E+00
2000001,1999-04-30,4.4524873101386E+00
2000001,1999-05-28,4.4195012878751E+00
2000001,1999-06-30,4.4378579643655E+00
2000001,1999-07-30,4.4500438663229E+00
2000001,1999-08-31,4.4998388502452E+00
2000001,1999-09-30,4.5012280203727E+00
2000001,1999-10-29,4.3660538664246E+00
2000001,1999-11-30,4.5710761345500E+00
2000001,1999-12-31,5.1018259634536E+00
2000001,2000-01-31,5.3859108304347E+00
2000001,2000-02-29,5.3142279075970E+00
2000001,2000-03-31,5.8559426449463E+00
2000001,2000-04-28,5.2699277174844E+00
2000001,2000-05-31,4.6746488432068E+00
2000001,2000-06-30,5.6291424027875E+00
2000001,2000-07-31,5.8749103032492E+00
2000001,2000-08-31,6.2337330537432E+00
2000001,2000-09-29,5.9196591990987E+00
2000001,2000-10-31,6.0272657762215E+00
2000001,2000-11-30,6.1189930096839E+00
2000001,2000-12-29,5.7692941997746E+00
2000001,2001-01-31,4.8274465059009E+00
2000001,2001-02-28,5.0133813858795E+00
2000001,2001-03-30,4.4322272566264E+00
2000001,2001-04-30,3.7421209392371E+00
2000001,2001-05-31,3.4453029431826E+00
2000001,2001-06-29,3.4146261678491E+00
2000001,2001-07-31,3.6402319747007E+00
2000001,2001-08-31,3.3739421808522E+00
2000001,2001-09-28,2.3776658207938E+00
2000001,2001-10-31,2.0933052972478E+00
2000001,2001-11-30,1.7275350720468E+00
2000001,2001-12-31,1.6360319456404E+00
2000001,2002-01-31,1.6894928024579E+00
2000001,2002-02-28,1.7326538388643E+00
2000001,2002-03-28,1.7098036558971E+00
2000001,2002-04-30,1.7527549769008E+00
2000001,2002-05-31,1.6894928024579E+00
2000001,2002-06-28,1.6666054953534E+00
2000001,2002-07-31,1.6996877751244E+00
2000001,2002-08-30,1.6564509021037E+00
2000001,2002-09-30,1.5700393812955E+00
2000001,2002-10-31,1.4204113327080E+00
2000001,2002-11-29,1.2173566324679E+00
2000001,2002-12-31,1.1360858114442E+00
2000001,2003-01-31,1.1463062350461E+00
2000001,2003-02-28,1.1945184918963E+00
2000001,2003-03-31,1.1411778473103E+00
2000001,2003-04-30,1.0930542665745E+00
2000001,2003-05-30,1.1209322326780E+00
2000001,2003-06-30,7.9363546909904E-01
2000001,2003-07-31,8.7991972666325E-01
2000001,2003-08-29,9.7123782520880E-01
2000001,2003-09-30,8.5196488917849E-01
2000001,2003-10-31,9.1542491396692E-01
2000001,2003-11-28,9.0021481869211E-01
2000001,2003-12-31,8.2665635268400E-01
2000001,2004-01-30,8.2663762594867E-01
2000001,2004-02-27,9.3318325279341E-01
2000001,2004-03-31,9.2305894443641E-01
2000001,2004-04-30,8.0888104949954E-01
2000001,2004-05-28,9.0781428725237E-01
2000001,2004-06-30,1.1285792775762E+00
2000001,2004-07-30,1.2782607160614E+00
2000001,2004-08-31,1.4405747304710E+00
2000001,2004-09-30,1.4584846821502E+00
2000001,2004-10-29,1.7478456994445E+00
2000001,2004-11-30,2.0320084289759E+00
2000001,2004-12-31,1.9078053199359E+00
2000001,2005-01-31,2.1615662762847E+00
2000001,2005-02-28,2.4968121415199E+00
2000001,2005-03-31,2.5987909497196E+00
2000001,2005-04-29,2.7105022630462E+00
2000001,2005-05-31,2.7507461101099E+00
2000001,2005-06-30,2.9851015762866E+00
2000001,2005-07-29,3.2290180061725E+00
2000001,2005-08-31,3.3411937268780E+00
2000001,2005-09-30,3.1857987940741E+00
2000001,2005-10-31,3.6963515909707E+00
2000001,2005-11-30,3.9705619268828E+00
2000001,2005-12-30,3.9462024058776E+00
2000001,2006-01-31,4.3268513800457E+00
2000001,2006-02-28,4.4235178167709E+00
2000001,2006-03-31,4.5925873897287E+00
2000001,2006-04-28,4.6129522953616E+00
2000001,2006-05-31,4.6950205344819E+00
2000001,2006-06-30,4.6842325075268E+00
2000001,2006-07-31,5.0324328561887E+00
2000001,2006-08-31,4.9646458864330E+00
2000001,2006-09-29,4.6485918098361E+00
2000001,2006-10-31,5.1512046616048E+00
2000001,2006-11-30,4.9799269054193E+00
2000001,2006-12-29,4.7682474055140E+00
2000001,2007-01-31,5.0006450323063E+00
2000001,2007-02-28,5.1433013319201E+00
2000001,2007-03-30,5.0508912344155E+00
2000001,2007-04-30,4.7545869405823E+00
2000001,2007-05-31,4.6947181319369E+00
2000001,2007-06-29,4.5314949906667E+00
2000001,2007-07-31,5.1054887598816E+00
2000001,2007-08-31,4.1522907863253E+00
2000001,2007-09-28,3.4425973033108E+00
2000001,2007-10-31,3.9822547732295E+00
2000001,2007-11-30,3.2188486232589E+00
2000001,2007-12-31,2.8575620280188E+00
2000001,2008-01-31,1.6641047919273E+00
2000001,2008-02-29,2.0703283907299E+00
2000001,2008-03-31,1.2375946392907E+00
2000001,2008-04-30,1.2580023449681E+00
2000001,2008-05-30,1.9484337810123E+00
2000001,2008-06-30,1.6944130667209E+00
2000001,2008-07-31,1.5828673113609E+00
2000001,2008-08-29,1.6640668380360E+00
2000001,2008-09-30,9.6357591025453E-01
2000001,2008-10-31,2.5350215073721E-01
2000001,2008-11-28,3.0417110251549E-02
2000001,2008-12-31,3.0417122925706E-02
2000001,2009-01-30,1.7744521983548E-01
2000001,2009-02-27,1.7237494935926E-01
2000001,2009-03-31,1.5209283933393E-01
2000001,2009-04-30,3.5486714881527E-02
2000001,2009-05-29,8.1114175463167E-02
2000001,2009-06-30,1.4448774579656E-01
2000001,2009-07-31,1.2927861713959E-01
2000001,2009-08-31,9.3788457527196E-02
2000001,2009-09-30,4.3091193472168E-02
2000001,2009-10-30,1.0138936767400E-02
2000001,2009-11-30,7.3509239079516E-02
2000001,2009-12-31,3.8021526438339E-02
2000001,2010-01-29,1.5208441060209E-02
2000001,2010-02-26,7.3509461151427E-02
2000001,2010-03-31,1.3434917860738E-01
2000001,2010-04-30,1.4195382937654E-01
2000001,2010-05-28,1.3688372652305E-01
2000001,2010-06-30,1.6223520138436E-01
2000001,2010-07-30,1.4195382937654E-01
2000001,2010-08-31,1.5209283933393E-01
2000001,2010-09-30,1.3434893134089E-01
2000001,2010-10-29,1.2674359265089E-01
2000001,2010-11-30,1.6983824245858E-01
2000001,2010-12-31,8.1114175463167E-02
2000001,2011-01-31,1.4955810929069E-01
2000001,2011-02-28,7.8579010946888E-02
2000001,2011-03-31,5.8300240698852E-02
2000001,2011-04-29,1.5208441060209E-02
2000001,2011-05-31,4.3091040852746E-02
2000001,2011-06-30,7.6041943903594E-03
2000001,2011-07-29,8.8718943645617E-02
2000001,2011-08-31,0.0000000000000E+00
2000001,2011-09-30,1.5208441060209E-02
2000001,2011-10-31,5.0694553579022E-03
2000001,2011-11-30,0.0000000000000E+00
2000001,2011-12-30,0.0000000000000E+00
2000001,2012-01-31,3.8021427421155E-02
2000001,2012-02-29,5.3230563981166E-02
2000001,2012-03-30,3.5486697630526E-02
2000001,2012-04-30,7.6044122284571E-02
2000001,2012-05-31,2.7882317178503E-02
2000001,2012-06-29,3.5486697630526E-02
2000001,2012-07-31,6.0834854217479E-02
2000001,2012-08-31,7.8579264706877E-02
2000001,2012-09-28,4.0556321624190E-02
2000001,2012-10-31,9.3789060033171E-02
2000001,2012-11-30,1.2167295321095E-01
2000001,2012-12-31,2.5347495060887E-02
2000001,2013-01-31,6.0835107707891E-02
2000001,2013-02-28,4.8160834277649E-02
2000001,2013-03-28,4.0556344156208E-02
2000001,2013-04-30,1.5208428386109E-02
2000001,2013-05-31,1.5208444228605E-02
2000001,2013-06-28,1.0138936767400E-02
2000001,2013-07-31,1.0138939583633E-02
2000001,2013-08-30,1.0138936767400E-02
2000001,2013-09-30,2.0277952393879E-02
2000001,2013-10-31,3.5486714881527E-02
2000001,2013-11-29,2.5347521464883E-02
2000001,2013-12-31,1.5208428386109E-02
2000001,2014-01-31,5.0695641434279E-02
2000001,2014-02-28,3.0417097577750E-02
2000001,2014-03-31,1.7743189245834E-02
2000001,2014-04-30,1.0138939583633E-02
2000001,2014-05-30,2.2812742386355E-02
2000001,2014-06-30,1.5208431554825E-02
2000001,2014-07-31,5.0694567660530E-03
2000001,2014-08-29,5.0694564139259E-03
2000001,2014-09-30,1.5208428386109E-02
2000001,2014-10-31,2.5347252145805E-03
2000001,2014-11-28,5.0694567660530E-03
2000001,2014-12-31,1.0138939583633E-02
2000001,2015-01-30,-2.0277586267742E-02
2000001,2015-02-27,-5.0694324748787E-03
2000001,2015-03-31,3.5486628626807E-02
2000001,2015-04-30,-5.0694321229741E-03
2000001,2015-05-29,2.5347252145805E-03
2000001,2015-06-30,-4.5624144552527E-02
2000001,2015-07-31,3.0417097577750E-02
2000001,2015-08-31,-7.6041421116001E-03
2000001,2015-09-30,-2.7881561074595E-02
2000001,2015-10-30,2.5347521464883E-02
2000001,2015-11-30,1.2167295321095E-01
2000001,2015-12-31,6.8439745703671E-02
2000001,2016-01-29,2.2814924171572E-01
2000001,2016-02-29,2.2307668654230E-01
2000001,2016-03-31,7.6044439154079E-02
2000001,2016-04-29,1.3181364761451E-01
2000001,2016-05-31,2.2814638939253E-01
2000001,2016-06-30,2.1040316811656E-01
2000001,2016-07-29,1.8251551425827E-01
2000001,2016-08-31,2.3829188928279E-01
2000001,2016-09-30,1.8758583262838E-01
2000001,2016-10-31,1.6223339855766E-01
2000001,2016-11-30,3.0421230079366E-01
2000001,2016-12-30,4.1070355206273E-01
2000001,2017-01-31,4.7154970198986E-01
2000001,2017-02-28,4.2895060698692E-01
2000001,2017-03-31,6.8966592754867E-01
2000001,2017-04-28,6.7444792867212E-01
2000001,2017-05-31,7.5055551758226E-01
2000001,2017-06-30,8.5707815460964E-01
2000001,2017-07-31,9.7373586630019E-01
2000001,2017-08-31,1.1107997077262E+00
2000001,2017-09-29,9.5855281785180E-01
2000001,2017-10-31,1.0041642747416E+00
2000001,2017-11-30,1.1031541114454E+00
2000001,2017-12-29,1.2376576097520E+00
2000001,2018-01-31,1.3519078532175E+00
2000001,2018-02-28,1.1914750048957E+00
2000001,2018-03-29,1.6285626154977E+00
2000001,2018-04-30,1.6487232474570E+00
2000001,2018-05-31,1.7580435182743E+00
2000001,2018-06-29,1.7783123610583E+00
2000001,2018-07-31,1.9152219151896E+00
2000001,2018-08-31,1.9636698503406E+00
2000001,2018-09-28,2.0855661901583E+00
2000001,2018-10-31,2.1771274715279E+00
2000001,2018-11-30,2.2582064615342E+00
2000001,2018-12-31,2.2580666657146E+00
2000001,2019-01-31,2.3547269703249E+00
2000001,2019-02-28,2.4258527353167E+00
2000001,2019-03-29,2.4206918409433E+00
2000001,2019-04-30,2.4103721628162E+00
2000001,2019-05-31,2.3495710552794E+00
2000001,2019-06-28,2.0321216252724E+00
2000001,2019-07-31,2.2531962603691E+00
2000001,2019-08-30,2.0854469552941E+00
2000001,2019-09-30,1.8010295404926E+00
2000001,2019-10-31,1.5168034528026E+00
2000001,2019-11-29,1.6309919197061E+00
2000001,2019-12-31,1.4151977431563E+00
2000001,2020-01-31,1.5599203552077E+00
2000001,2020-02-28,1.4457074748198E+00
2000001,2020-03-31,4.0555623148125E-03
2000001,2020-04-30,7.3509387127300E-02
2000001,2020-05-29,1.2674315252787E-01
2000001,2020-06-30,1.1660280952945E-01
2000001,2020-07-31,9.1253650194860E-02
2000001,2020-08-31,9.1253536120203E-02
2000001,2020-09-30,8.6184014932593E-02
2000001,2020-10-30,7.6044201501583E-02
2000001,2020-11-30,7.0974361332030E-02
2000001,2020-12-31,5.0695606227506E-02
2000001,2021-01-29,5.3230408719063E-02
2000001,2021-02-26,3.0417072229596E-02
2000001,2021-03-31,1.5208441060209E-02
2000001,2021-04-30,5.0694557098449E-03
2000001,2021-05-28,5.0694557098449E-03
2000001,2021-06-30,3.5486697630526E-02
2000001,2021-07-30,5.5765252050617E-02
2000001,2021-08-31,4.0556231496392E-02
2000001,2021-09-30,4.5625912524216E-02
2000001,2021-10-29,5.0695571020946E-02
2000001,2021-11-30,8.1113814935022E-02
2000001,2021-12-31,5.0695571020946E-02
2000001,2022-01-31,3.5486645877785E-02
2000001,2022-02-28,7.0974361332030E-02
2000001,2022-03-31,4.0556299092388E-02
2000001,2022-04-29,3.4984531235651E-01
2000001,2022-05-31,6.8963986086461E-01
2000001,2022-06-30,1.1209150148594E+00
2000001,2022-07-29,2.1667093951606E+00
2000001,2022-08-31,2.3548029828571E+00
2000001,2022-09-30,2.7255454462113E+00
2000001,2022-10-31,3.4573627851493E+00
2000001,2022-11-30,3.9843639360062E+00
2000001,2022-12-30,3.9915593232659E+00
2000002,1925-12-31,3.6368169119289E+00
2000002,1926-01-30,3.3565220728447E+00
2000002,1926-02-27,3.1343535014403E+00
2000002,1926-03-31,3.1217732756321E+00
2000002,1926-04-30,3.0935177634528E+00
2000002,1926-05-28,3.2294858718116E+00
2000002,1926-06-30,2.9765604472625E+00
2000002,1926-07-31,3.1997119153618E+00
2000002,1926-08-31,3.4238256955060E+00
2000002,1926-09-30,3.6850256511330E+00
2000002,1926-10-30,3.6377899276946E+00
2000002,1926-11-30,3.2074566561036E+00
2000002,1926-12-31,3.0653380378187E+00
2000002,1927-01-31,3.3873467874010E+00
2000002,1927-02-28,3.4138959773439E+00
2000002,1927-03-31,3.3874211088319E+00
2000002,1927-04-30,3.4815852068101E+00
2000002,1927-05-31,3.2416748253276E+00
2000002,1927-06-30,3.2819559478739E+00
2000002,1927-07-30,2.8685844705757E+00
2000002,1927-08-31,2.7158229405056E+00
2000002,1927-09-30,2.7824213185423E+00
2000002,1927-10-31,3.0220508328971E+00
2000002,1927-11-30,3.1905525976184E+00
2000002,1927-12-31,3.4253546091937E+00
2000002,1928-01-31,3.4118779695587E+00
2000002,1928-02-29,3.3916915264236E+00
2000002,1928-03-31,3.3673773746182E+00
2000002,1928-04-30,3.4212659511448E+00
2000002,1928-05-31,3.8887669132856E+00
2000002,1928-06-30,3.9262802807140E+00
2000002,1928-07-31,4.4552284138859E+00
2000002,1928-08-31,4.4354213151840E+00
2000002,1928-09-29,4.8170962720651E+00
2000002,1928-10-31,4.7168214782849E+00
2000002,1928-11-30,4.2854236728153E+00
2000002,1928-12-31,4.4922472562124E+00
2000002,1929-01-31,4.7857006555471E+00
2000002,1929-02-28,4.6003315364368E+00
2000002,1929-03-28,4.6481804363149E+00
2000002,1929-04-30,4.9836402497533E+00
2000002,1929-05-31,5.1050925427056E+00
2000002,1929-06-29,4.5795501938565E+00
2000002,1929-07-31,4.8462053490067E+00
2000002,1929-08-30,4.5985830989506E+00
2000002,1929-09-30,4.7615600935933E+00
2000002,1929-10-31,3.9132307802675E+00
2000002,1929-11-27,3.1999208455963E+00
2000002,1929-12-31,3.1274508511835E+00
2000002,1930-01-31,3.8165970755391E+00
2000002,1930-02-28,3.1369817231832E+00
2000002,1930-03-31,2.7555511300882E+00
2000002,1930-04-30,3.0284198665888E+00
2000002,1930-05-29,2.1312964013290E+00
2000002,1930-06-30,1.7423503616578E+00
2000002,1930-07-31,1.7201673709417E+00
2000002,1930-08-29,1.7388145091798E+00
2000002,1930-09-30,1.4192002513409E+00
2000002,1930-10-31,1.6945480894041E+00
2000002,1930-11-29,2.4891603139780E+00
2000002,1930-12-31,1.6092280226310E+00
2000002,1931-01-31,1.2398777607089E+00
2000002,1931-02-28,8.8798296655669E-01
2000002,1931-03-31,1.2949536307247E+00
2000002,1931-04-30,8.1190915797297E-01
2000002,1931-05-29,7.8642428484376E-01
2000002,1931-06-30,5.9491139125890E-01
2000002,1931-07-31,4.5649406597692E-01
2000002,1931-08-31,5.0726351355646E-01
2000002,1931-09-30,1.3914080746148E+00
2000002,1931-10-31,2.5429216075011E+00
2000002,1931-11-30,1.4983458653708E+00
2000002,1931-12-31,1.9055112058525E+00
2000002,1932-01-30,1.4727590308150E+00
2000002,1932-02-29,1.5184796447521E+00
2000002,1932-03-31,1.3456449215366E+00
2000002,1932-04-30,6.0878334263865E-01
2000002,1932-05-31,3.2964462787284E-01
2000002,1932-06-30,3.5502254213114E-01
2000002,1932-07-30,3.8038408589722E-01
2000002,1932-08-31,3.2965020753528E-01
2000002,1932-09-30,2.0283430816303E-01
2000002,1932-10-31,1.7748227878744E-01
2000002,1932-11-30,1.2673919723575E-01
2000002,1932-12-31,1.2675524701788E-01
2000002,1933-01-31,1.2677247597623E-01
2000002,1933-02-28,6.3414236370522E-01
2000002,1933-03-31,1.5236629468777E+00
2000002,1933-04-29,4.9455242040702E-01
2000002,1933-05-31,3.0426265370766E-01
2000002,1933-06-30,2.5355240831850E-01
2000002,1933-07-31,3.2963384757189E-01
2000002,1933-08-31,1.7745720782197E-01
2000002,1933-09-30,1.0140151336954E-01
2000002,1933-10-31,2.2817076272084E-01
2000002,1933-11-29,4.3113016593341E-01
2000002,1933-12-30,6.3416811084671E-01
2000002,1934-01-31,6.0875738886393E-01
2000002,1934-02-28,2.7892777875669E-01
2000002,1934-03-31,7.6049329419496E-02
